booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,is_repeat_guest,num_previous_cancellations,num_previous_bookings_not_canceled,average_price,special_requests,month_of_reservation,day_of_week,is_cancellation
INN17432,2,0,0,3,Meal Plan 1,0,Room_Type 4,178,Online,0,0,0,122.4,2,Oct,Saturday,1
INN01470,2,1,1,2,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,194.85,1,Aug,Wednesday,1
INN11528,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,132.84,1,Sep,Saturday,1
INN07326,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,76.0,0,Feb,Wednesday,0
INN05484,2,0,1,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,113.05,1,May,Saturday,1
INN17949,2,0,2,3,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,91.47,1,Jun,Tuesday,0
INN05103,2,0,0,4,Meal Plan 1,0,Room_Type 4,39,Online,0,0,0,128.99,1,Sep,Thursday,1
INN03720,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,3,65.0,0,Nov,Saturday,0
INN31456,2,0,2,2,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,165.75,1,Nov,Tuesday,1
INN19544,2,0,2,1,Meal Plan 1,0,Room_Type 1,159,Online,0,0,0,114.3,0,Aug,Tuesday,1
INN15275,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,0,Nov,Sunday,0
INN01125,1,0,0,3,Not Selected,0,Room_Type 1,15,Online,0,0,0,117.67,0,Apr,Thursday,1
INN22931,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,69.49,0,Sep,Tuesday,0
INN29336,2,0,0,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,108.99,1,Sep,Saturday,0
INN24370,2,0,1,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,134.0,0,Mar,Monday,0
INN36023,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100.0,0,Jun,Saturday,0
INN00791,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,85.0,0,Apr,Sunday,1
INN29242,2,0,0,3,Not Selected,0,Room_Type 1,69,Online,0,0,0,107.19,0,Aug,Friday,1
INN10114,2,0,1,1,Meal Plan 1,0,Room_Type 1,127,Online,0,0,0,96.3,1,Jun,Wednesday,0
INN21228,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,Aviation,1,0,2,95.0,0,Jun,Wednesday,0
INN14734,1,0,0,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0.0,0,Apr,Monday,0
INN30830,2,0,1,1,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,85.0,0,Oct,Monday,0
INN20004,2,0,1,3,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,82.45,0,Mar,Saturday,1
INN30549,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Oct,Saturday,0
INN23755,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,99.9,0,Apr,Thursday,1
INN18770,2,0,2,4,Meal Plan 1,0,Room_Type 1,136,Offline,0,0,0,72.25,1,Jul,Tuesday,0
INN20414,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,70.0,0,Dec,Sunday,0
INN33243,2,0,1,5,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,143.0,1,Sep,Thursday,1
INN34204,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,80.75,2,Sep,Monday,0
INN29919,2,1,1,3,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,119.0,2,Aug,Saturday,0
INN17871,2,0,1,4,Meal Plan 1,0,Room_Type 4,54,Online,1,1,0,117.0,1,Dec,Saturday,0
INN04915,2,0,1,2,Meal Plan 1,0,Room_Type 5,105,Corporate,0,0,0,110.97,0,Oct,Sunday,0
INN34069,2,0,2,2,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,132.6,1,May,Tuesday,0
INN16856,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,Offline,0,0,0,52.0,0,Dec,Sunday,0
INN30227,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,Offline,0,0,0,89.14,1,Sep,Wednesday,0
INN21483,2,1,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,124.0,3,Nov,Sunday,0
INN03385,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,59.04,0,Aug,Wednesday,0
INN28487,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,152.0,1,Sep,Thursday,0
INN21310,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,Oct,Tuesday,0
INN16012,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,129.0,1,Jun,Friday,0
INN21042,2,0,1,3,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,164.0,2,Oct,Wednesday,0
INN27864,2,0,1,3,Not Selected,0,Room_Type 1,68,Online,0,0,0,104.76,2,Apr,Saturday,0
INN07877,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Nov,Thursday,1
INN27854,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,100.0,0,Jun,Sunday,1
INN33596,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,Offline,0,0,0,75.0,0,Sep,Thursday,0
INN02096,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,Offline,0,0,0,133.8,0,Apr,Wednesday,0
INN02193,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,80.0,0,Feb,Monday,0
INN07476,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130.0,0,Jun,Friday,1
INN18831,2,0,2,3,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,58.0,1,Dec,Monday,0
INN28300,2,0,2,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,79.0,0,Jan,Tuesday,0
INN11253,2,0,2,5,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,72.0,0,Mar,Saturday,0
INN30315,1,0,0,1,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,99.9,0,Apr,Saturday,1
INN33036,2,0,1,3,Not Selected,0,Room_Type 1,131,Online,0,0,0,92.25,0,Aug,Wednesday,1
INN19455,2,0,2,1,Meal Plan 1,0,Room_Type 4,73,Offline,0,0,0,60.0,0,Dec,Wednesday,0
INN21810,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,Sep,Wednesday,1
INN23544,2,0,0,2,Meal Plan 1,1,Room_Type 4,4,Online,0,0,0,116.0,0,Dec,Monday,0
INN18170,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,92.9,1,Mar,Friday,0
INN08174,2,0,0,3,Meal Plan 2,0,Room_Type 1,55,Online,0,0,0,144.0,2,Aug,Friday,0
INN17294,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,133.17,0,Sep,Friday,0
INN31069,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,80.0,0,Mar,Saturday,1
INN04106,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,Oct,Saturday,0
INN17600,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,Offline,0,0,0,76.67,0,Sep,Monday,0
INN29648,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,124.2,2,Aug,Thursday,0
INN07717,1,0,1,4,Meal Plan 1,0,Room_Type 4,5,Aviation,0,0,0,110.0,0,Oct,Friday,0
INN19792,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,95.0,2,Sep,Tuesday,0
INN36182,1,0,1,2,Meal Plan 1,0,Room_Type 5,220,Corporate,0,0,0,106.0,0,Oct,Wednesday,1
INN31849,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,Offline,0,0,0,96.3,0,Jun,Sunday,0
INN07218,2,0,2,6,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,110.93,1,Aug,Friday,0
INN20417,2,0,0,4,Not Selected,0,Room_Type 1,89,Online,0,0,0,57.6,0,Nov,Friday,1
INN02154,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,75.0,0,Oct,Monday,0
INN21493,3,0,2,5,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,140.27,0,Jul,Tuesday,0
INN34336,1,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,78.0,0,Dec,Sunday,0
INN25254,2,1,1,3,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,162.79,1,Sep,Wednesday,0
INN00094,2,0,0,1,Meal Plan 1,0,Room_Type 4,92,Online,0,0,0,149.4,1,May,Saturday,0
INN16541,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,75.0,0,Oct,Monday,1
INN31073,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,67.0,0,Nov,Saturday,1
INN24042,2,0,0,4,Meal Plan 1,0,Room_Type 4,231,Online,0,0,0,115.2,1,Jun,Friday,1
INN00894,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110.0,0,Jul,Friday,1
INN30185,2,0,1,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,108.0,1,Aug,Wednesday,0
INN09748,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,131.0,2,Apr,Monday,0
INN26163,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,Offline,0,0,0,94.5,0,Aug,Tuesday,0
INN02829,2,0,2,3,Not Selected,0,Room_Type 1,1,Online,0,0,0,102.41,0,Sep,Wednesday,0
INN23109,2,0,0,4,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,129.58,0,Dec,Friday,0
INN03770,2,0,0,4,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,143.43,1,Nov,Friday,0
INN07521,2,2,0,3,Meal Plan 1,0,Room_Type 6,3,Online,0,0,0,183.0,0,Mar,Friday,0
INN28557,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Jun,Wednesday,0
INN10364,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,0,0,0,224.67,0,Sep,Saturday,1
INN08669,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,61.0,0,May,Sunday,1
INN24330,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,Offline,0,0,0,78.0,0,May,Sunday,1
INN35414,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0.0,0,Nov,Thursday,0
INN22284,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,109.0,0,Jul,Monday,1
INN12058,2,0,2,0,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,140.4,0,May,Tuesday,0
INN11033,2,0,0,2,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,109.9,1,Jul,Friday,0
INN13485,2,0,1,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,104.0,1,Nov,Monday,1
INN07273,2,0,2,2,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,68.0,0,Nov,Monday,0
INN03790,2,0,1,5,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,124.8,0,Aug,Wednesday,1
INN05041,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Oct,Monday,0
INN00575,2,0,0,2,Meal Plan 1,0,Room_Type 4,110,Online,0,0,0,90.95,0,Apr,Friday,0
INN34882,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,72.0,0,Oct,Wednesday,0
INN00536,2,0,1,3,Meal Plan 1,0,Room_Type 4,82,Online,0,0,0,99.45,0,Mar,Saturday,0
INN18755,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,2,65.0,1,Oct,Wednesday,0
INN18164,2,1,0,2,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,148.91,2,Dec,Saturday,0
INN31512,2,0,2,2,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,112.2,1,Apr,Tuesday,0
INN15625,2,2,2,1,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,219.0,0,Oct,Tuesday,1
INN14359,2,0,1,3,Meal Plan 1,0,Room_Type 1,226,Offline,0,0,0,80.75,1,Sep,Saturday,0
INN18557,2,1,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,75.0,0,Nov,Thursday,0
INN33013,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Jun,Sunday,0
INN17248,1,0,0,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,123.2,1,Nov,Saturday,0
INN25658,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,Jan,Friday,0
INN33585,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,62.8,0,Jun,Monday,1
INN05355,2,0,1,1,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,105.3,1,Jun,Wednesday,0
INN13577,1,0,0,1,Meal Plan 1,0,Room_Type 5,4,Corporate,1,0,25,106.0,0,Jul,Sunday,0
INN05341,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,66.0,0,Feb,Friday,0
INN26475,2,1,2,5,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,158.56,0,Dec,Wednesday,0
INN32652,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,150.0,0,Nov,Wednesday,1
INN18547,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,109.0,1,Jul,Sunday,0
INN21164,2,1,0,3,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,85.0,0,Oct,Thursday,0
INN25350,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85.0,0,Apr,Sunday,1
INN20368,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Aug,Monday,0
INN05542,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,1,Dec,Saturday,0
INN32360,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,72.76,0,Oct,Wednesday,0
INN33566,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,89.0,0,Dec,Tuesday,0
INN26386,2,0,1,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,63.2,1,Feb,Monday,0
INN35661,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,126.9,1,Apr,Sunday,1
INN04508,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,0,Nov,Sunday,1
INN06421,2,0,2,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,89.25,3,Oct,Tuesday,0
INN05347,2,0,0,4,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,90.95,1,Aug,Thursday,1
INN31660,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112.0,0,Oct,Friday,0
INN22096,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Oct,Monday,0
INN05568,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,107.0,2,Oct,Saturday,0
INN03635,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,224.67,0,Sep,Saturday,1
INN15449,2,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,108.0,0,Oct,Thursday,1
INN34748,1,0,2,2,Meal Plan 1,0,Room_Type 1,169,Offline,0,0,0,63.5,0,Apr,Sunday,0
INN04204,1,0,1,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,49.59,0,Nov,Wednesday,0
INN24763,2,0,0,4,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,96.8,0,Oct,Thursday,1
INN35512,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,65.0,0,Oct,Saturday,0
INN28698,2,0,2,5,Meal Plan 2,0,Room_Type 1,13,Offline,0,0,0,131.97,0,Oct,Sunday,0
INN14742,3,0,1,5,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,162.0,0,Sep,Thursday,1
INN33773,2,0,1,3,Not Selected,1,Room_Type 1,84,Online,0,0,0,89.75,0,Mar,Saturday,0
INN33698,2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,124.0,1,Aug,Thursday,0
INN25993,2,0,2,1,Not Selected,0,Room_Type 1,15,Online,0,0,0,66.0,0,Dec,Wednesday,0
INN08892,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,103.84,1,Apr,Saturday,0
INN20720,2,0,0,1,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,149.4,1,Aug,Monday,0
INN29957,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,144.0,0,Sep,Wednesday,1
INN27742,2,0,0,4,Meal Plan 1,0,Room_Type 1,98,Offline,0,0,0,75.0,0,Dec,Friday,0
INN33654,1,0,1,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,96.0,1,Nov,Wednesday,0
INN02274,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Jun,Sunday,0
INN06347,2,1,1,1,Meal Plan 1,1,Room_Type 1,153,Online,0,0,0,130.5,2,Jul,Monday,1
INN12372,2,0,0,3,Not Selected,0,Room_Type 1,196,Online,0,0,0,85.5,0,Aug,Thursday,1
INN01346,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,0,105.0,0,Jul,Saturday,1
INN16867,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,Offline,0,0,0,125.1,0,Sep,Saturday,1
INN26954,3,0,1,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,127.0,1,Feb,Saturday,1
INN24804,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Jun,Sunday,0
INN31385,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,91.0,1,Feb,Sunday,0
INN27526,2,0,1,4,Meal Plan 2,0,Room_Type 1,38,Online,0,0,0,120.7,1,Dec,Friday,0
INN31198,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,86.0,0,Mar,Friday,0
INN29925,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,66.7,0,Jan,Sunday,0
INN29048,3,0,0,2,Meal Plan 1,0,Room_Type 4,116,Online,0,0,0,137.7,1,Jul,Saturday,0
INN14287,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,Oct,Sunday,1
INN03474,1,0,2,2,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,54.74,0,Mar,Sunday,0
INN08233,2,0,1,4,Meal Plan 1,0,Room_Type 4,62,Offline,0,0,0,60.0,0,Nov,Saturday,0
INN03503,2,0,0,3,Meal Plan 1,0,Room_Type 1,175,Online,0,0,0,105.3,0,Aug,Thursday,1
INN20629,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,86.0,1,Feb,Tuesday,0
INN26396,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,92.4,0,Oct,Friday,0
INN17685,2,1,1,2,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,154.5,3,Sep,Sunday,0
INN05760,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,1,0,2,75.0,0,Dec,Thursday,0
INN21988,3,0,1,1,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,168.3,0,Sep,Monday,1
INN27795,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120.0,0,Oct,Wednesday,1
INN08441,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75.0,0,Sep,Wednesday,1
INN29589,3,0,0,3,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,60.0,1,Dec,Thursday,0
INN23721,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,Offline,0,0,0,70.0,0,Sep,Saturday,1
INN35140,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,Offline,0,0,0,100.0,0,Sep,Sunday,1
INN14452,2,0,0,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,97.0,0,Mar,Sunday,1
INN19647,2,0,0,3,Meal Plan 2,0,Room_Type 1,190,Online,0,0,0,165.6,0,Sep,Saturday,1
INN07145,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,75.0,0,Dec,Friday,0
INN01877,2,0,0,2,Meal Plan 1,0,Room_Type 1,217,Online,0,0,0,96.3,0,Aug,Friday,1
INN34771,2,0,1,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,69.11,0,Oct,Thursday,0
INN31401,2,0,0,3,Meal Plan 1,0,Room_Type 1,155,Offline,0,0,0,112.0,0,Jul,Saturday,1
INN02021,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108.0,0,Sep,Saturday,0
INN30694,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,122.48,2,Dec,Sunday,0
INN17413,2,0,1,3,Meal Plan 2,0,Room_Type 1,44,Offline,0,0,0,91.58,0,Feb,Sunday,0
INN21952,2,0,2,4,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,82.45,1,Mar,Saturday,0
INN28321,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,1,Jul,Friday,0
INN07970,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,8,65.0,1,Apr,Tuesday,0
INN12157,2,0,2,5,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,115.11,1,Oct,Sunday,0
INN02095,1,0,0,3,Not Selected,0,Room_Type 1,110,Online,0,0,0,85.87,1,Nov,Friday,0
INN20706,2,0,1,3,Meal Plan 1,0,Room_Type 4,281,Online,0,0,0,108.8,0,Oct,Wednesday,1
INN17326,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,195.0,2,Sep,Sunday,0
INN09463,0,2,0,3,Meal Plan 1,0,Room_Type 2,14,Online,0,0,0,116.49,0,Jun,Saturday,0
INN07417,2,2,0,3,Meal Plan 1,0,Room_Type 6,56,Online,0,0,0,207.9,1,Sep,Saturday,0
INN23259,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,85.0,2,Jun,Wednesday,0
INN05761,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,102.85,2,Jun,Saturday,0
INN15829,2,0,0,4,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,77.18,1,Aug,Friday,0
INN04872,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,143.0,1,Sep,Monday,0
INN02458,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,1,65.0,0,Nov,Saturday,0
INN07789,1,0,0,2,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,121.5,0,May,Sunday,0
INN28895,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,Aug,Tuesday,1
INN04729,2,1,1,0,Meal Plan 1,0,Room_Type 1,163,Online,0,0,0,121.5,3,Aug,Wednesday,0
INN01923,2,0,0,3,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,89.25,0,Sep,Sunday,0
INN27722,2,0,2,4,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,48.33,0,Mar,Sunday,0
INN27877,1,0,0,1,Not Selected,0,Room_Type 1,14,Online,0,0,0,100.0,1,Nov,Friday,0
INN33961,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,93.6,2,Nov,Sunday,0
INN31578,2,0,2,3,Meal Plan 1,0,Room_Type 1,265,Online,0,0,0,100.3,0,Oct,Tuesday,1
INN08840,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,109.8,0,Nov,Tuesday,1
INN22963,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,Dec,Monday,0
INN03831,2,0,0,3,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,120.9,2,Nov,Saturday,0
INN19168,2,1,0,3,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,90.63,0,Apr,Thursday,0
INN02369,2,1,0,4,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,95.25,1,May,Friday,0
INN34906,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,Complementary,0,0,0,0.0,1,Dec,Monday,0
INN00401,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,80.0,0,Aug,Sunday,1
INN16909,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,89.25,1,Sep,Monday,0
INN35938,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,1,Dec,Thursday,0
INN11339,2,0,0,2,Meal Plan 1,1,Room_Type 1,2,Online,0,0,0,179.0,1,Aug,Thursday,0
INN00476,2,2,2,1,Meal Plan 1,0,Room_Type 7,30,Online,0,0,0,187.04,0,Jun,Tuesday,1
INN17461,2,0,1,3,Not Selected,0,Room_Type 1,120,Online,0,0,0,118.8,0,Sep,Saturday,1
INN21030,2,0,0,2,Not Selected,0,Room_Type 1,151,Online,0,0,0,79.2,1,Nov,Sunday,1
INN07063,2,1,2,6,Meal Plan 1,0,Room_Type 1,185,Online,0,0,0,114.75,1,Aug,Thursday,1
INN33739,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,119.0,1,Oct,Saturday,0
INN17005,2,0,2,2,Not Selected,0,Room_Type 1,112,Online,0,0,0,94.5,1,Jul,Tuesday,0
INN34668,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Jun,Sunday,0
INN08614,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,0.0,0,Oct,Monday,0
INN27952,1,0,2,1,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,140.4,1,May,Tuesday,0
INN21743,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,6.0,0,Aug,Saturday,0
INN02748,2,0,1,0,Not Selected,0,Room_Type 1,102,Online,0,0,0,108.0,1,Oct,Tuesday,1
INN32022,2,0,1,0,Not Selected,0,Room_Type 1,46,Online,0,0,0,116.1,0,May,Tuesday,0
INN21028,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,Offline,0,0,0,75.0,0,Jul,Sunday,1
INN05848,1,0,1,3,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,101.58,0,Jul,Wednesday,1
INN22295,2,2,2,3,Meal Plan 2,0,Room_Type 6,157,Online,0,0,0,217.6,0,Aug,Sunday,1
INN28270,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,Aug,Tuesday,1
INN07828,2,0,2,1,Meal Plan 1,0,Room_Type 1,88,Offline,0,0,0,75.0,0,Dec,Tuesday,0
INN04694,2,1,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,159.5,0,Aug,Monday,0
