booking_id,number_of_weekend_nights,type_of_meal,room_type,market_segment_type,num_previous_cancellations,average_price,number_of_week_nights,number_of_adults,number_of_children,car_parking_space,lead_time,is_repeat_guest,num_previous_bookings_not_canceled,special_requests,month_of_reservation,day_of_week,split
INN27746,2,Not Selected,Room_Type 1,Online,0,71.91,3,2,1,0,225,0,0,0,Dec,Saturday,train
INN15598,1,Meal Plan 1,Room_Type 1,Offline,0,70.0,1,2,0,0,159,0,0,1,Apr,Monday,train
INN28543,1,Meal Plan 1,Room_Type 1,Offline,0,76.67,2,1,0,0,219,0,0,0,Sep,Monday,train
INN07566,0,Meal Plan 1,Room_Type 4,Online,0,114.0,3,2,0,0,8,0,0,0,Nov,Friday,train
INN27095,2,Meal Plan 1,Room_Type 4,Online,0,123.3,1,3,0,0,128,0,0,1,Oct,Monday,train
INN27599,0,Meal Plan 2,Room_Type 1,Offline,0,108.0,1,2,0,0,219,0,0,0,Sep,Monday,train
INN30430,0,Meal Plan 1,Room_Type 4,Online,0,139.88,2,2,0,0,126,0,0,1,Dec,Sunday,train
INN04403,0,Meal Plan 1,Room_Type 1,Corporate,0,100.0,3,1,0,0,113,0,0,0,May,Thursday,train
INN25315,5,Meal Plan 1,Room_Type 1,Online,0,80.09,14,1,0,0,14,0,0,0,Jan,Saturday,train
INN23551,0,Not Selected,Room_Type 1,Online,0,132.33,3,1,0,0,7,0,0,1,Jun,Friday,train
INN12785,0,Meal Plan 2,Room_Type 1,Online,0,139.5,1,2,0,0,184,0,0,1,Aug,Friday,train
INN18140,2,Not Selected,Room_Type 1,Online,0,103.5,1,2,0,0,81,0,0,1,Jul,Tuesday,train
INN13390,1,Meal Plan 1,Room_Type 1,Online,0,88.4,5,2,0,0,51,0,0,0,Nov,Thursday,train
INN02673,0,Meal Plan 1,Room_Type 1,Online,0,95.0,2,1,0,0,172,0,0,0,Jun,Sunday,train
INN28455,0,Meal Plan 1,Room_Type 4,Online,0,149.4,2,2,0,0,79,0,0,0,Aug,Sunday,train
INN05487,0,Meal Plan 1,Room_Type 4,Online,0,137.7,2,3,0,0,129,0,0,0,Aug,Saturday,train
INN27619,0,Meal Plan 1,Room_Type 1,Online,0,114.3,2,2,0,0,158,0,0,2,Jul,Sunday,train
INN03593,0,Not Selected,Room_Type 1,Online,0,98.1,1,2,0,0,207,0,0,0,Oct,Thursday,train
INN34705,0,Meal Plan 1,Room_Type 1,Online,0,130.0,1,1,0,0,3,0,0,2,Oct,Saturday,train
INN30410,0,Meal Plan 2,Room_Type 1,Offline,0,115.0,2,2,0,0,256,0,0,1,Jun,Friday,train
INN11609,1,Meal Plan 1,Room_Type 4,Online,0,161.0,4,2,0,0,29,0,0,2,Oct,Friday,train
INN07656,0,Not Selected,Room_Type 6,Online,0,153.0,1,2,2,0,3,0,0,0,Aug,Sunday,train
INN01279,0,Meal Plan 1,Room_Type 1,Offline,0,64.6,3,1,0,0,76,0,0,0,Sep,Friday,train
INN28047,0,Meal Plan 1,Room_Type 1,Online,0,91.0,3,2,0,0,5,0,0,0,Feb,Friday,train
INN22755,2,Meal Plan 1,Room_Type 1,Offline,0,85.0,1,2,0,0,9,0,0,1,Oct,Tuesday,train
INN15142,1,Meal Plan 1,Room_Type 1,Online,0,105.3,3,2,0,0,41,0,0,1,Apr,Wednesday,train
INN08640,1,Meal Plan 1,Room_Type 1,Online,0,90.95,3,2,0,0,168,0,0,0,Jul,Wednesday,train
INN27761,1,Meal Plan 1,Room_Type 1,Online,0,74.69,0,1,0,0,0,0,0,0,Nov,Wednesday,train
INN32238,2,Meal Plan 1,Room_Type 1,Offline,0,96.9,1,3,0,0,111,0,0,0,Jul,Tuesday,train
INN28727,2,Meal Plan 1,Room_Type 1,Online,0,99.45,6,2,0,0,159,0,0,0,Aug,Friday,train
INN22903,3,Meal Plan 1,Room_Type 1,Online,0,99.49,7,1,0,0,29,0,0,1,Apr,Sunday,train
INN02119,0,Not Selected,Room_Type 1,Online,0,79.2,2,2,0,0,53,0,0,2,Nov,Sunday,train
INN31985,0,Meal Plan 1,Room_Type 1,Online,0,96.3,3,2,0,0,132,0,0,0,Jun,Saturday,train
INN21439,1,Meal Plan 1,Room_Type 1,Online,0,90.18,4,2,0,0,83,0,0,1,Oct,Wednesday,train
INN13479,0,Meal Plan 1,Room_Type 1,Offline,0,48.0,2,2,0,0,17,0,0,0,Oct,Monday,train
INN28383,0,Meal Plan 2,Room_Type 1,Offline,0,96.0,3,2,0,0,13,0,0,0,Apr,Thursday,train
INN31394,1,Not Selected,Room_Type 1,Online,0,69.1,3,2,0,0,5,0,0,0,Feb,Thursday,train
INN04954,0,Meal Plan 1,Room_Type 1,Offline,0,63.0,2,2,0,0,42,0,0,2,Nov,Monday,train
INN10908,0,Not Selected,Room_Type 1,Online,0,94.5,1,2,0,0,106,0,0,0,Jul,Sunday,train
INN08070,0,Meal Plan 2,Room_Type 4,Online,0,154.0,1,2,0,0,4,0,0,0,Mar,Monday,train
INN18499,2,Meal Plan 1,Room_Type 1,Online,0,87.3,1,2,0,0,16,0,0,0,Jan,Wednesday,train
INN29190,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,267,0,0,0,Sep,Sunday,train
INN27015,2,Meal Plan 1,Room_Type 4,Online,0,119.0,2,3,0,0,93,0,0,1,Dec,Tuesday,train
INN02839,1,Meal Plan 1,Room_Type 4,Online,0,168.3,3,2,0,0,80,0,0,0,Sep,Saturday,train
INN08292,1,Meal Plan 1,Room_Type 1,Online,0,123.0,1,1,0,1,0,0,0,0,Apr,Monday,train
INN13537,0,Meal Plan 1,Room_Type 1,Online,0,67.22,2,2,0,0,20,0,0,2,Feb,Saturday,train
INN12396,0,Meal Plan 1,Room_Type 1,Corporate,0,75.0,2,2,0,0,22,0,0,0,Dec,Monday,train
INN30888,0,Meal Plan 1,Room_Type 4,Online,0,138.55,4,3,0,0,149,0,0,1,Aug,Thursday,train
INN11365,2,Meal Plan 1,Room_Type 1,Offline,0,85.0,4,2,0,0,24,0,0,0,Sep,Wednesday,train
INN27672,0,Meal Plan 1,Room_Type 1,Corporate,0,65.0,3,2,0,0,12,0,0,0,Aug,Saturday,train
INN04283,1,Meal Plan 1,Room_Type 1,Online,0,69.53,2,2,0,0,87,0,0,2,Oct,Wednesday,train
INN24465,0,Meal Plan 1,Room_Type 4,Online,0,163.8,2,3,0,0,141,0,0,1,Sep,Sunday,train
INN03702,0,Meal Plan 1,Room_Type 4,Aviation,0,110.0,4,1,0,0,6,0,0,0,Oct,Friday,train
INN16633,1,Meal Plan 1,Room_Type 1,Offline,0,87.84,3,2,0,0,50,0,0,0,Aug,Wednesday,train
INN07329,2,Meal Plan 1,Room_Type 1,Online,0,120.0,4,1,0,0,69,0,0,0,Jun,Tuesday,train
INN34647,2,Meal Plan 1,Room_Type 4,Online,0,87.89,2,2,0,0,36,0,0,1,Jun,Tuesday,train
INN01111,1,Not Selected,Room_Type 1,Online,0,87.78,2,1,0,0,13,0,0,1,May,Wednesday,train
INN26503,0,Meal Plan 1,Room_Type 1,Online,0,76.5,1,2,0,0,200,0,0,3,Aug,Tuesday,train
INN17146,0,Meal Plan 1,Room_Type 1,Corporate,0,79.0,1,1,0,1,2,0,0,0,Mar,Friday,train
INN08631,1,Meal Plan 1,Room_Type 4,Online,0,116.0,0,2,0,1,0,0,0,0,Jan,Wednesday,train
INN10426,2,Meal Plan 1,Room_Type 1,Online,0,110.0,0,2,0,0,27,0,0,2,Sep,Tuesday,train
INN27059,0,Meal Plan 1,Room_Type 4,Online,0,149.4,1,1,0,0,64,0,0,0,Sep,Sunday,train
INN26286,2,Meal Plan 2,Room_Type 1,Online,0,146.1,3,2,0,0,137,0,0,2,Dec,Monday,train
INN00520,1,Meal Plan 1,Room_Type 1,Online,0,87.0,3,2,0,0,22,0,0,1,Dec,Sunday,train
INN07667,2,Meal Plan 1,Room_Type 4,Online,0,159.3,1,2,0,0,89,0,0,1,Apr,Monday,train
INN11518,0,Not Selected,Room_Type 1,Online,0,110.71,1,2,0,0,1,0,0,0,Jul,Saturday,train
INN27474,1,Not Selected,Room_Type 1,Online,0,74.1,2,2,0,0,83,0,0,0,Jun,Wednesday,train
INN07413,0,Meal Plan 2,Room_Type 1,Offline,0,109.0,2,2,0,0,39,0,0,0,Aug,Monday,train
INN29750,0,Meal Plan 1,Room_Type 1,Online,0,106.2,1,2,0,0,1,0,0,1,Sep,Saturday,train
INN11903,2,Meal Plan 1,Room_Type 4,Online,0,121.2,3,2,0,1,74,0,0,2,Apr,Tuesday,train
INN06832,0,Meal Plan 1,Room_Type 1,Online,0,101.0,1,2,0,0,24,0,0,1,Jun,Saturday,train
INN07668,0,Not Selected,Room_Type 1,Online,0,85.07,3,1,0,0,43,0,0,1,Nov,Thursday,train
INN18228,0,Meal Plan 1,Room_Type 1,Online,0,106.0,1,2,0,1,1,0,0,2,Aug,Tuesday,train
INN25534,0,Meal Plan 1,Room_Type 1,Online,1,120.0,3,1,0,0,8,1,0,2,Oct,Friday,train
INN11433,0,Meal Plan 2,Room_Type 1,Offline,0,138.0,3,3,0,0,88,0,0,1,May,Thursday,train
INN09410,0,Meal Plan 1,Room_Type 1,Offline,0,112.0,3,2,0,0,197,0,0,0,Aug,Saturday,train
INN22896,1,Meal Plan 1,Room_Type 1,Offline,0,75.33,2,1,0,0,57,0,0,0,Jun,Sunday,train
INN20266,1,Meal Plan 1,Room_Type 6,Online,0,215.55,1,3,0,0,33,0,0,3,Oct,Wednesday,train
INN17936,2,Meal Plan 1,Room_Type 4,Online,0,159.3,2,3,0,0,36,0,0,3,May,Tuesday,train
INN06297,2,Meal Plan 1,Room_Type 1,Online,0,68.0,7,1,0,0,62,0,0,1,Jul,Saturday,train
INN13478,0,Not Selected,Room_Type 1,Online,0,95.0,2,2,0,0,1,0,0,1,Nov,Sunday,train
INN35164,0,Meal Plan 1,Room_Type 1,Online,0,116.94,4,2,0,0,77,0,0,0,Sep,Friday,train
INN21578,1,Meal Plan 1,Room_Type 1,Online,0,131.0,0,2,0,0,1,0,0,0,Apr,Tuesday,train
INN32556,1,Meal Plan 1,Room_Type 1,Corporate,1,65.0,0,1,0,0,4,1,7,0,Mar,Wednesday,train
INN19539,1,Meal Plan 1,Room_Type 1,Online,0,97.2,0,1,0,0,46,0,0,2,Nov,Tuesday,train
INN23897,1,Meal Plan 1,Room_Type 1,Offline,0,90.0,4,2,0,0,275,0,0,0,Oct,Friday,train
INN19738,2,Not Selected,Room_Type 1,Online,0,77.35,3,2,0,0,8,0,0,1,Dec,Tuesday,train
INN08913,0,Meal Plan 1,Room_Type 1,Online,0,96.3,2,2,0,0,225,0,0,0,Aug,Sunday,train
INN03890,2,Not Selected,Room_Type 1,Online,0,67.32,2,2,0,0,56,0,0,0,Dec,Sunday,train
INN28433,2,Meal Plan 1,Room_Type 4,Online,0,180.0,2,2,0,0,0,0,0,1,Sep,Monday,train
INN11674,0,Meal Plan 1,Room_Type 4,Online,0,166.0,3,1,0,0,9,0,0,1,Jul,Friday,train
INN12395,0,Meal Plan 2,Room_Type 1,Online,0,135.5,1,2,0,0,6,0,0,1,Dec,Monday,train
INN24941,0,Meal Plan 1,Room_Type 1,Offline,0,71.0,3,1,0,0,151,0,0,0,Jan,Friday,train
INN14928,1,Meal Plan 1,Room_Type 1,Offline,0,90.0,5,2,0,0,349,0,0,0,Oct,Thursday,train
INN30481,0,Meal Plan 2,Room_Type 1,Offline,0,115.0,2,2,0,0,346,0,0,1,Sep,Thursday,train
INN20063,2,Meal Plan 1,Room_Type 1,Offline,0,65.0,2,2,0,0,134,0,0,0,Dec,Monday,train
INN05248,0,Not Selected,Room_Type 1,Online,0,85.0,1,1,0,0,0,0,0,0,Feb,Saturday,train
INN30822,0,Meal Plan 1,Room_Type 4,Offline,0,90.95,5,2,0,0,133,0,0,0,Jun,Thursday,train
INN31628,2,Meal Plan 1,Room_Type 1,Online,0,126.9,1,2,0,0,87,0,0,0,May,Tuesday,train
INN22361,2,Meal Plan 1,Room_Type 4,Online,0,102.56,1,2,1,0,98,0,0,2,Aug,Tuesday,train
INN29968,0,Meal Plan 1,Room_Type 1,Offline,0,98.5,3,2,1,0,12,0,0,1,Sep,Friday,train
INN25984,2,Meal Plan 1,Room_Type 1,Online,0,70.44,2,2,0,0,189,0,0,1,Oct,Monday,train
INN26487,0,Meal Plan 1,Room_Type 4,Offline,0,112.88,3,2,0,0,90,0,0,0,Sep,Friday,train
INN14093,2,Meal Plan 1,Room_Type 2,Online,0,91.13,2,2,0,0,39,0,0,0,Jan,Monday,train
INN07696,2,Meal Plan 1,Room_Type 1,Online,0,151.0,2,2,0,0,21,0,0,1,Aug,Sunday,train
INN12828,0,Meal Plan 1,Room_Type 1,Offline,0,80.0,3,1,0,0,151,0,0,0,Jan,Friday,train
INN15216,0,Meal Plan 1,Room_Type 1,Offline,0,80.75,3,2,0,0,74,0,0,1,May,Thursday,train
INN03277,1,Meal Plan 1,Room_Type 1,Online,0,93.6,2,2,0,0,72,0,0,1,Dec,Sunday,train
INN30927,1,Meal Plan 1,Room_Type 1,Online,0,74.8,2,2,0,0,24,0,0,1,Feb,Monday,train
INN29865,0,Not Selected,Room_Type 1,Online,0,149.0,1,2,0,0,1,0,0,0,Jul,Saturday,train
INN04008,2,Meal Plan 1,Room_Type 1,Online,0,55.24,2,2,0,0,47,0,0,0,Jan,Tuesday,train
INN34374,0,Not Selected,Room_Type 1,Online,0,102.6,1,1,0,0,36,0,0,2,Oct,Saturday,train
INN21015,0,Meal Plan 1,Room_Type 1,Online,0,0.0,0,2,0,0,37,0,0,0,Jan,Monday,train
INN30299,2,Meal Plan 1,Room_Type 1,Offline,0,63.5,2,1,0,0,169,0,0,0,Apr,Sunday,train
INN15728,0,Meal Plan 1,Room_Type 1,Online,0,90.0,2,2,0,0,107,0,0,0,Nov,Saturday,train
INN19443,0,Meal Plan 1,Room_Type 6,Online,0,156.0,1,2,2,0,0,0,0,0,Aug,Friday,train
INN33125,2,Meal Plan 1,Room_Type 1,Online,0,146.03,2,1,0,0,124,0,0,3,Nov,Tuesday,train
INN24967,0,Meal Plan 1,Room_Type 4,Online,0,106.0,1,2,0,0,0,0,0,0,Feb,Tuesday,train
INN32963,2,Meal Plan 1,Room_Type 4,Online,0,120.6,3,2,0,0,121,0,0,1,Aug,Saturday,train
INN04219,2,Not Selected,Room_Type 1,Online,0,50.6,2,2,0,0,31,0,0,0,Feb,Tuesday,train
INN22068,2,Meal Plan 1,Room_Type 1,Offline,0,125.0,2,2,0,0,103,0,0,0,Dec,Monday,train
INN26143,2,Meal Plan 2,Room_Type 1,Offline,0,94.5,1,2,0,0,138,0,0,0,Aug,Tuesday,train
INN15630,2,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,6,0,0,0,Apr,Sunday,train
INN22483,0,Meal Plan 1,Room_Type 2,Online,0,6.0,3,0,2,0,1,0,0,0,Dec,Saturday,train
INN21859,2,Meal Plan 1,Room_Type 1,Online,0,124.0,1,2,0,0,0,0,0,1,Aug,Tuesday,train
INN24041,0,Meal Plan 1,Room_Type 4,Online,0,139.95,4,3,0,0,122,0,0,1,Aug,Friday,train
INN28123,2,Meal Plan 1,Room_Type 1,Online,0,69.56,4,1,1,0,145,0,0,0,Apr,Sunday,train
INN07946,1,Not Selected,Room_Type 1,Online,0,102.43,3,2,0,0,85,0,0,0,Apr,Saturday,train
INN12637,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,273,0,0,0,May,Sunday,train
INN23888,1,Meal Plan 1,Room_Type 1,Offline,0,90.0,2,2,0,0,135,0,0,0,Sep,Thursday,train
INN22354,1,Meal Plan 1,Room_Type 1,Online,0,91.0,2,2,0,0,9,0,0,1,Feb,Thursday,train
INN31155,2,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,34,0,0,0,Oct,Wednesday,train
INN30859,0,Meal Plan 1,Room_Type 1,Online,0,75.2,1,1,0,0,7,0,0,0,Nov,Saturday,train
INN14349,1,Meal Plan 1,Room_Type 4,Online,0,124.5,2,2,0,1,62,0,0,2,Sep,Wednesday,train
INN33935,2,Meal Plan 1,Room_Type 6,Online,0,167.45,5,2,2,0,113,0,0,0,May,Tuesday,train
INN12469,2,Meal Plan 1,Room_Type 4,Online,0,149.4,2,2,0,0,53,0,0,0,Sep,Tuesday,train
INN10219,0,Meal Plan 2,Room_Type 1,Online,0,0.0,2,1,0,0,39,0,0,0,Aug,Monday,train
INN14080,0,Meal Plan 1,Room_Type 4,Online,0,97.0,2,2,1,0,2,0,0,2,Dec,Monday,train
INN25675,2,Meal Plan 1,Room_Type 1,Offline,0,75.0,1,2,0,0,75,0,0,0,Apr,Tuesday,train
INN05077,0,Meal Plan 2,Room_Type 1,Offline,0,109.0,2,2,0,0,102,0,0,0,Oct,Monday,train
INN08914,1,Meal Plan 1,Room_Type 5,Online,0,115.2,4,2,0,0,40,0,0,0,Sep,Wednesday,train
INN29042,1,Meal Plan 1,Room_Type 1,Offline,0,110.0,1,1,0,0,118,0,0,0,Jun,Wednesday,train
INN16227,1,Not Selected,Room_Type 1,Online,0,63.75,3,2,0,0,63,0,0,1,Mar,Saturday,train
INN26976,5,Meal Plan 1,Room_Type 1,Offline,0,110.0,13,2,1,0,12,0,0,2,Sep,Wednesday,train
INN01071,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,1,2,0,0,27,0,0,0,Oct,Wednesday,train
INN08794,2,Meal Plan 1,Room_Type 1,Online,0,110.5,2,2,1,0,68,0,0,0,Apr,Monday,train
INN13910,2,Meal Plan 1,Room_Type 6,Online,0,207.9,1,2,2,0,88,0,0,1,Sep,Monday,train
INN11946,1,Not Selected,Room_Type 1,Online,0,106.5,3,2,0,0,10,0,0,2,Aug,Sunday,train
INN16152,1,Meal Plan 1,Room_Type 1,Online,0,167.0,0,2,0,0,5,0,0,0,Aug,Tuesday,train
INN23410,0,Meal Plan 2,Room_Type 1,Offline,0,101.5,2,2,0,0,39,0,0,0,Aug,Monday,train
INN21778,1,Meal Plan 1,Room_Type 1,Online,0,105.3,1,2,0,0,36,0,0,1,Apr,Wednesday,train
INN17132,1,Meal Plan 1,Room_Type 4,Online,0,130.05,3,3,0,0,169,0,0,0,Aug,Saturday,train
INN15577,2,Meal Plan 1,Room_Type 4,Online,0,101.13,6,2,1,0,127,0,0,1,Jul,Thursday,train
INN19740,0,Meal Plan 1,Room_Type 4,Online,0,130.0,2,3,0,0,15,0,0,1,Feb,Monday,train
INN25524,0,Meal Plan 1,Room_Type 1,Offline,0,100.0,2,1,0,0,164,0,0,0,Oct,Monday,train
INN13165,1,Not Selected,Room_Type 1,Online,0,119.0,0,2,0,0,15,0,0,0,Sep,Wednesday,train
INN28231,0,Meal Plan 1,Room_Type 1,Online,0,170.0,1,2,0,0,8,0,0,2,Aug,Thursday,train
INN21149,0,Meal Plan 1,Room_Type 1,Online,0,105.3,3,2,0,0,113,0,0,1,Jul,Thursday,train
INN34946,2,Meal Plan 1,Room_Type 1,Offline,0,85.5,1,2,0,0,37,0,0,0,Sep,Monday,train
INN22833,1,Meal Plan 1,Room_Type 1,Online,0,109.75,3,2,0,0,6,0,0,1,Sep,Thursday,train
INN10985,0,Meal Plan 1,Room_Type 1,Online,0,106.2,3,2,0,0,197,0,0,2,Apr,Thursday,train
INN26362,2,Meal Plan 2,Room_Type 1,Offline,0,115.0,0,2,0,0,386,0,0,1,Oct,Tuesday,train
INN30920,1,Meal Plan 1,Room_Type 1,Online,0,97.5,1,2,0,0,16,0,0,0,Aug,Thursday,train
INN20379,0,Meal Plan 1,Room_Type 4,Online,0,154.0,2,2,0,0,18,0,0,0,Nov,Friday,train
INN20506,0,Meal Plan 1,Room_Type 1,Offline,0,70.0,3,2,0,0,433,0,0,0,Sep,Saturday,train
INN16582,1,Not Selected,Room_Type 1,Online,0,129.0,1,2,0,0,22,0,0,0,Mar,Wednesday,train
INN31162,2,Meal Plan 1,Room_Type 1,Online,0,96.3,2,2,0,0,29,0,0,0,Oct,Wednesday,train
INN02448,1,Meal Plan 1,Room_Type 4,Online,0,99.0,3,2,0,0,26,0,0,1,Feb,Thursday,train
INN28261,1,Meal Plan 1,Room_Type 4,Online,0,147.0,0,3,0,0,24,0,0,1,Jun,Tuesday,train
INN12433,1,Not Selected,Room_Type 1,Online,0,116.1,2,2,0,0,56,0,0,1,May,Sunday,train
INN25384,1,Meal Plan 1,Room_Type 1,Corporate,0,120.0,1,2,0,0,3,0,0,0,Sep,Tuesday,train
INN27226,0,Meal Plan 2,Room_Type 1,Offline,0,109.0,2,2,0,0,0,0,0,0,Aug,Monday,train
INN19868,0,Meal Plan 1,Room_Type 2,Online,0,127.38,1,2,0,0,66,0,0,1,Aug,Saturday,train
INN12125,2,Meal Plan 1,Room_Type 1,Online,0,149.0,0,2,0,0,13,0,0,0,Sep,Tuesday,train
INN05533,0,Meal Plan 1,Room_Type 1,Online,0,85.0,2,1,0,0,14,0,0,0,Feb,Sunday,train
INN11347,1,Meal Plan 1,Room_Type 1,Offline,0,85.0,0,1,0,0,12,0,0,1,Sep,Tuesday,train
INN30882,1,Meal Plan 1,Room_Type 1,Online,0,106.0,0,2,0,0,0,0,0,0,Dec,Thursday,train
INN27321,1,Meal Plan 1,Room_Type 6,Online,0,198.9,2,2,2,0,91,0,0,0,May,Sunday,train
INN28488,2,Meal Plan 1,Room_Type 2,Online,0,86.63,1,2,0,0,223,0,0,0,Jul,Tuesday,train
INN14773,1,Not Selected,Room_Type 1,Online,0,72.42,1,2,0,0,21,0,0,1,May,Wednesday,train
INN13899,2,Meal Plan 1,Room_Type 1,Online,0,96.3,1,2,1,0,83,0,0,2,Apr,Tuesday,train
INN13895,0,Meal Plan 1,Room_Type 4,Online,0,101.1,3,1,0,0,47,0,0,1,Mar,Friday,train
INN32567,0,Meal Plan 1,Room_Type 1,Online,0,114.5,2,2,0,0,3,0,0,0,Sep,Sunday,train
INN32848,1,Not Selected,Room_Type 1,Online,0,97.75,3,2,0,0,147,0,0,0,Aug,Wednesday,train
INN04019,1,Meal Plan 1,Room_Type 1,Online,0,130.68,3,2,0,0,29,0,0,1,Jul,Wednesday,train
INN15234,0,Meal Plan 1,Room_Type 5,Online,0,149.0,2,2,2,0,9,0,0,0,Aug,Friday,train
INN15899,0,Meal Plan 1,Room_Type 1,Online,0,103.0,1,1,0,0,7,0,0,0,Nov,Thursday,train
INN28092,2,Meal Plan 1,Room_Type 1,Online,0,97.47,3,2,0,0,58,0,0,1,Oct,Sunday,train
INN11595,1,Not Selected,Room_Type 1,Online,0,76.5,5,2,0,0,76,0,0,1,Mar,Wednesday,train
INN19401,0,Not Selected,Room_Type 1,Online,0,94.5,2,2,0,0,65,0,0,0,Mar,Sunday,train
INN06163,1,Meal Plan 1,Room_Type 4,Online,0,90.08,2,2,0,0,94,0,0,0,Apr,Sunday,train
INN35431,0,Meal Plan 1,Room_Type 4,Online,0,118.07,3,2,0,0,22,0,0,1,Nov,Saturday,train
INN15313,0,Meal Plan 1,Room_Type 1,Online,0,123.2,3,2,0,0,7,0,0,1,Oct,Saturday,train
INN24850,0,Meal Plan 2,Room_Type 1,Offline,0,112.2,1,2,0,0,83,0,0,0,Sep,Saturday,train
INN16891,1,Meal Plan 1,Room_Type 1,Offline,0,133.0,0,3,0,0,6,0,0,1,Sep,Wednesday,train
INN31024,1,Meal Plan 1,Room_Type 1,Online,0,105.0,3,2,0,0,20,0,0,2,Sep,Thursday,train
INN18209,1,Meal Plan 1,Room_Type 1,Online,0,135.0,2,2,1,0,81,0,0,0,Oct,Sunday,train
INN27334,0,Meal Plan 1,Room_Type 4,Online,0,137.7,3,3,0,0,103,0,0,1,Jul,Saturday,train
INN35639,0,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,2,0,0,0,Oct,Saturday,train
INN22647,2,Meal Plan 1,Room_Type 1,Online,0,89.53,1,1,0,0,68,0,0,0,Jun,Monday,train
INN07374,0,Meal Plan 1,Room_Type 1,Online,0,137.0,5,2,0,0,230,0,0,1,Sep,Thursday,train
INN19104,2,Not Selected,Room_Type 1,Online,0,108.0,0,1,0,0,52,0,0,1,Oct,Tuesday,train
INN32042,1,Not Selected,Room_Type 1,Online,0,76.5,0,2,0,0,50,0,0,0,,,train
INN18184,1,Meal Plan 2,Room_Type 4,Online,0,178.5,4,3,0,0,126,0,0,2,Jul,Friday,train
INN19831,1,Meal Plan 1,Room_Type 1,Online,0,109.23,3,2,1,0,4,0,0,3,Nov,Saturday,train
INN33627,0,Meal Plan 1,Room_Type 4,Online,0,137.7,1,3,0,0,105,0,0,0,Jul,Monday,train
INN02353,0,Meal Plan 1,Room_Type 1,Online,0,130.0,3,2,0,0,213,0,0,0,Jun,Thursday,train
INN00037,2,Meal Plan 1,Room_Type 1,Online,0,81.0,1,1,0,0,34,0,0,0,Jun,Tuesday,train
INN17582,2,Meal Plan 1,Room_Type 4,Offline,0,52.0,5,2,0,0,70,0,0,0,Jan,Saturday,train
INN12204,2,Meal Plan 2,Room_Type 4,Online,0,111.78,2,2,0,0,81,0,0,1,Apr,Tuesday,train
INN31165,2,Meal Plan 2,Room_Type 1,Online,0,129.0,3,2,0,0,12,0,0,1,Feb,Wednesday,train
INN08600,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,207,0,0,0,Dec,Sunday,train
INN21589,0,Meal Plan 1,Room_Type 1,Online,0,76.5,1,2,0,0,109,0,0,0,Jul,Sunday,train
INN29380,1,Meal Plan 1,Room_Type 1,Offline,0,75.0,2,2,0,0,59,0,0,1,Nov,Wednesday,train
INN20257,0,Meal Plan 1,Room_Type 1,Online,0,81.9,2,2,0,0,32,0,0,0,Mar,Saturday,train
INN08140,0,Meal Plan 1,Room_Type 5,Corporate,0,86.0,4,1,0,0,13,0,0,0,Feb,Saturday,train
INN19064,0,Meal Plan 1,Room_Type 1,Corporate,1,66.0,1,1,0,0,8,1,0,0,Jan,Sunday,train
INN23373,1,Meal Plan 1,Room_Type 4,Online,0,107.1,4,3,0,0,32,0,0,1,Nov,Wednesday,train
INN33993,2,Meal Plan 1,Room_Type 1,Online,0,76.5,2,2,0,0,119,0,0,1,Aug,Monday,train
INN07456,0,Meal Plan 1,Room_Type 1,Online,0,75.0,2,2,0,0,245,0,0,0,Jun,Sunday,train
INN05901,0,Meal Plan 1,Room_Type 1,Online,0,142.63,4,2,0,0,17,0,0,1,Nov,Friday,train
INN19224,2,Meal Plan 1,Room_Type 1,Offline,0,120.0,4,1,0,0,69,0,0,0,Jun,Tuesday,train
INN25889,0,Meal Plan 1,Room_Type 1,Offline,0,45.0,1,1,0,0,0,0,0,1,Oct,Sunday,train
INN18923,2,Meal Plan 1,Room_Type 1,Online,0,126.0,2,2,0,0,7,0,0,3,Sep,Tuesday,train
INN35299,0,Not Selected,Room_Type 1,Online,0,116.1,2,2,0,0,88,0,0,0,Jun,Sunday,train
INN34090,0,Meal Plan 1,Room_Type 1,Online,0,96.3,1,2,0,0,111,0,0,1,Apr,Thursday,train
INN04521,0,Meal Plan 1,Room_Type 1,Online,0,100.0,2,2,0,0,211,0,0,0,May,Sunday,train
INN09257,0,Meal Plan 1,Room_Type 1,Offline,0,72.25,1,2,0,0,93,0,0,0,Jul,Monday,train
INN13772,2,Meal Plan 1,Room_Type 4,Online,0,122.4,1,2,0,0,34,0,0,0,Jun,Tuesday,train
INN30231,0,Meal Plan 1,Room_Type 1,Offline,0,82.4,1,1,0,0,7,0,0,1,Mar,Saturday,train
INN32347,0,Meal Plan 1,Room_Type 1,Offline,0,85.0,2,2,0,0,59,0,0,0,Oct,Sunday,train
